timestamp,placer,benchmark,status,exit_code,runtime_seconds,proxy,wirelength,density,congestion,overlaps,log
2026-05-01T10:25:58-04:00,submissions/casadi_two_phase_placer.py,ibm01,ok,0,16,1.0385,0.064,0.812,1.137,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm01.log
2026-05-01T10:26:14-04:00,submissions/casadi_two_phase_placer.py,ibm02,ok,0,16,1.5658,0.075,0.729,2.254,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm02.log
2026-05-01T10:27:51-04:00,submissions/casadi_two_phase_placer.py,ibm03,ok,0,97,1.3202,0.080,0.724,1.758,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm03.log
2026-05-01T10:28:09-04:00,submissions/casadi_two_phase_placer.py,ibm04,ok,0,18,1.3134,0.071,0.782,1.704,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm04.log
2026-05-01T10:30:15-04:00,submissions/casadi_two_phase_placer.py,ibm06,ok,0,126,1.6592,0.064,0.725,2.466,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm06.log
2026-05-01T10:33:48-04:00,submissions/casadi_two_phase_placer.py,ibm07,ok,0,213,1.4725,0.066,0.815,1.999,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm07.log
2026-05-01T10:34:44-04:00,submissions/casadi_two_phase_placer.py,ibm08,ok,0,56,1.4664,0.068,0.816,1.980,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm08.log
2026-05-01T10:35:13-04:00,submissions/casadi_two_phase_placer.py,ibm09,ok,0,29,1.1127,0.057,0.836,1.275,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm09.log
2026-05-01T10:36:48-04:00,submissions/casadi_two_phase_placer.py,ibm10,ok,0,95,1.3367,0.067,0.668,1.870,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm10.log
2026-05-01T10:37:22-04:00,submissions/casadi_two_phase_placer.py,ibm11,ok,0,34,1.2141,0.054,0.862,1.458,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm11.log
2026-05-01T10:42:54-04:00,submissions/casadi_two_phase_placer.py,ibm12,ok,0,332,1.6251,0.059,0.767,2.365,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm12.log
2026-05-01T10:44:26-04:00,submissions/casadi_two_phase_placer.py,ibm13,ok,0,92,1.3854,0.054,0.891,1.773,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm13.log
2026-05-01T10:51:05-04:00,submissions/casadi_two_phase_placer.py,ibm14,ok,0,399,1.5939,0.052,0.964,2.120,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm14.log
2026-05-01T10:54:29-04:00,submissions/casadi_two_phase_placer.py,ibm15,ok,0,204,1.6035,0.058,0.930,2.160,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm15.log
2026-05-01T11:00:26-04:00,submissions/casadi_two_phase_placer.py,ibm16,ok,0,357,1.4911,0.049,0.822,2.062,0,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm16.log
2026-05-01T11:00:29-04:00,submissions/casadi_two_phase_placer.py,ibm17,fail,1,3,,,,,,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm17.log
2026-05-01T11:00:32-04:00,submissions/casadi_two_phase_placer.py,ibm18,fail,1,3,,,,,,sweep_logs/20260501_102542/submissions__casadi_two_phase_placer__ibm18.log
